date,GoldBotOne_Pkg,GoldPhantom_Pkg_Conservative,GoldPhantom_Pkg_ExtremeConservative,GoldPhantom_Pkg_Moderate,GoldReaper_Pkg_Conservative,GoldReaper_Pkg_ExtremeConservative,GoldReaper_Pkg_Intense,GoldReaper_Pkg_Moderate,GoldTradePro_Pkg
2023-03-13,178.0,690.58,623.65,565.52,0.0,0.0,0.0,0.0,43.08
2023-03-15,0.0,302.8,0.0,330.62,267.13,0.0,377.41,315.08,0.0
2023-03-17,665.56,1487.04,799.16,1509.0,777.42,1041.89,1232.55,1070.47,209.26
2023-03-20,670.1,-83.22,-97.95,-68.48,1153.62,0.0,404.68,641.44,76.59
2023-03-30,0.0,-99.64,0.0,-182.76,0.02,0.0,-136.3,-74.46,0.0
2023-04-03,0.0,135.5,0.0,145.32,179.47,0.0,217.84,238.61,-14.74
2023-04-04,533.76,0.0,0.0,81.12,1056.97,1285.68,829.54,1029.71,464.65
2023-04-05,415.49,1003.24,880.98,874.95,241.36,0.0,85.9,140.25,63.01
2023-04-13,388.03,46.91,0.0,122.94,1681.6,2626.02,1363.6,1495.73,421.19
2023-04-14,0.0,20.62,16.21,17.16,0.0,0.0,0.0,0.0,29.05
2023-04-17,-164.75,-432.27,-132.94,-374.15,24.77,0.0,-710.13,30.74,0.0
2023-04-18,0.0,0.0,0.0,0.0,-451.27,0.0,-1068.0,-1077.99,-63.9
2023-04-19,0.0,46.93,-46.73,-29.82,38.96,0.0,-18.24,253.0,0.0
2023-04-20,0.0,-178.51,0.0,-257.74,0.0,0.0,0.0,0.0,0.0
2023-04-21,0.0,0.0,0.0,0.0,0.0,0.0,-1691.27,-1000.02,0.0
2023-05-01,0.0,0.0,0.0,71.68,0.0,0.0,0.0,0.0,0.0
2023-05-02,29.34,10.23,-10.14,48.52,315.24,0.0,307.99,204.91,0.0
2023-05-03,-26.93,538.15,327.44,419.74,0.0,0.0,0.0,0.0,18.37
2023-05-04,1104.86,746.73,561.02,648.9,1819.5,1970.79,533.37,1045.18,605.1
2023-05-11,0.0,0.0,0.0,10.84,0.0,0.0,208.39,0.0,0.0
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.0,-200.0,-170.77,-47.94
2023-05-16,143.14,-170.73,0.0,-286.6,-595.97,0.0,-276.22,-837.17,0.0
2023-05-17,488.22,442.82,0.0,339.13,-109.8,0.0,0.0,-61.24,0.0
2023-05-18,156.13,527.48,334.41,824.14,201.44,280.87,70.78,120.34,410.42
2023-05-19,155.35,673.97,799.4,561.08,639.24,0.0,280.8,0.0,192.66
2023-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-113.86
2023-05-24,0.0,-5.92,0.0,-2.97,-426.86,0.0,-553.78,-927.34,-52.62
2023-05-25,389.85,-48.46,0.0,-24.93,1164.89,1376.38,1618.7,1595.28,206.29
2023-05-26,0.0,46.7,31.74,37.61,0.0,0.0,0.0,0.0,0.0
2023-05-30,-41.43,-317.24,-293.22,-295.2,30.52,0.0,7.2,15.21,-18.42
2023-06-01,0.0,0.0,0.0,16.05,17.48,0.0,12.38,85.68,0.0
2023-06-02,0.0,18.85,0.0,21.78,31.13,0.0,75.87,80.41,0.0
2023-06-05,0.0,0.0,0.0,0.0,0.0,0.0,361.37,131.63,0.0
2023-06-08,0.0,0.0,0.0,-41.05,-205.65,0.0,-136.9,-79.8,0.0
2023-06-09,0.0,0.0,0.0,-88.04,0.0,0.0,0.0,0.0,0.0
2023-06-12,0.0,0.0,0.0,0.0,-912.31,0.0,-846.12,-511.39,0.0
2023-06-13,0.0,46.18,0.0,64.42,190.69,0.0,222.16,284.97,0.0
2023-06-14,0.0,-131.33,0.0,-244.61,-379.36,0.0,-1800.67,-1872.52,0.0
2023-06-15,-28.53,-128.42,-219.56,-80.85,-2195.48,-6381.2,206.04,-909.47,-30.96
2023-06-21,-511.31,-420.27,-502.28,-295.66,-98.08,30.96,198.05,116.38,-3.83
2023-06-22,0.0,0.0,0.0,-68.63,714.37,1638.24,115.32,410.08,0.0
2023-06-23,60.5,7.37,7.93,21.26,389.16,1121.9,574.38,218.63,0.0
2023-06-27,0.0,-5.62,0.0,-4.51,0.0,0.0,-263.73,-180.94,0.0
2023-06-28,54.04,-2.65,0.0,0.5,176.78,54.53,106.23,188.99,18.09
2023-06-29,217.19,509.05,547.65,409.37,0.0,0.0,32.04,0.0,38.32
2023-07-03,0.0,-19.35,0.0,-15.48,0.0,0.0,0.0,0.0,0.0
2023-07-04,0.0,0.0,0.0,0.0,0.0,0.0,-2.34,0.0,0.0
2023-07-05,0.0,-41.69,0.0,-37.96,159.61,0.0,60.57,90.32,0.0
2023-07-07,0.0,-23.39,0.0,-68.53,-132.55,0.0,-109.56,-110.42,0.0
2023-07-10,0.0,0.0,0.0,0.0,0.0,0.0,-551.61,-310.93,0.0
2023-07-11,-67.8,21.88,0.0,26.34,36.36,5.89,52.72,64.38,-11.66
2023-07-12,422.95,197.29,-61.94,166.13,0.0,0.0,0.0,22.44,5.49
2023-07-13,0.0,246.46,291.28,201.93,0.0,0.0,0.0,0.0,77.1
2023-07-14,0.0,0.0,0.0,78.18,284.95,0.0,101.29,0.0,0.0
2023-07-18,109.31,-19.11,0.0,36.51,182.52,0.0,434.58,389.59,2.86
2023-07-19,76.4,7.18,0.0,6.13,0.0,0.0,0.0,0.0,5.64
2023-07-20,-169.02,304.74,24.22,275.34,56.42,0.0,67.78,70.64,0.0
2023-07-24,0.0,18.78,0.0,5.89,-68.96,0.0,-111.0,-77.11,0.0
2023-07-25,0.0,0.0,0.0,0.0,43.29,0.0,52.22,24.38,0.0
2023-07-27,-69.16,18.85,0.0,29.56,213.67,0.0,389.86,540.67,0.0
2023-07-28,-327.93,-232.91,-94.01,-193.5,68.46,0.0,24.0,37.55,4.89
2023-07-31,0.0,-199.7,-236.0,-227.85,0.0,0.0,0.0,0.0,0.0
2023-08-01,0.0,-117.97,-13.44,-109.81,-95.74,-91.95,-218.77,-165.21,0.0
2023-08-02,-349.16,0.0,0.0,34.12,107.1,-241.51,172.03,270.59,-161.62
2023-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.17
2023-08-04,139.92,117.02,137.93,95.67,0.0,0.0,0.0,0.0,0.0
2023-08-08,0.0,37.03,0.0,40.16,28.49,0.0,28.17,41.4,0.0
2023-08-09,0.0,0.0,0.0,-10.62,138.09,0.0,52.76,-4.11,0.0
2023-08-10,0.0,33.76,0.0,34.25,0.0,0.0,0.0,0.0,25.3
2023-08-14,0.0,-86.46,0.0,-52.2,95.36,0.0,42.06,66.9,0.0
2023-08-15,-25.08,-86.43,0.0,-71.97,207.48,0.0,9.02,54.13,-20.89
2023-08-16,-2.89,-5.44,0.0,-16.01,-32.44,0.0,-76.93,-79.33,0.0
2023-08-17,-92.93,-54.04,21.37,-44.5,135.34,-180.55,296.04,709.1,-28.94
2023-08-18,0.0,0.0,0.0,0.0,164.14,231.54,85.28,88.62,0.0
2023-08-21,64.79,-135.85,0.0,-205.98,-12.41,0.0,-853.13,-437.16,0.0
2023-08-22,0.0,61.54,71.89,50.34,-414.7,0.0,-435.96,-898.74,0.0
2023-08-25,0.0,0.0,0.0,0.0,-551.44,0.0,-196.28,-24.42,0.0
2023-08-28,0.0,18.35,0.0,34.13,29.53,0.0,46.85,18.9,0.0
2023-08-29,0.0,-93.81,0.0,-8.96,211.03,0.0,289.24,262.0,-31.04
2023-08-31,0.0,0.0,0.0,0.0,-47.36,0.0,-32.82,-26.19,-25.27
2023-09-01,0.0,0.0,0.0,67.13,0.0,0.0,0.0,0.0,0.0
2023-09-05,0.0,16.05,0.0,79.94,243.68,0.0,1192.04,711.95,0.0
2023-09-07,0.0,0.0,0.0,0.0,-22.61,0.0,0.0,0.0,0.0
2023-09-08,0.0,-92.95,0.0,-74.36,0.0,0.0,-164.29,0.0,0.0
2023-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.95
2023-09-12,48.37,-1.32,0.0,30.9,486.23,0.0,752.33,669.89,12.25
2023-09-13,5.22,0.0,0.0,1.08,0.0,0.0,0.0,0.0,103.37
2023-09-14,0.0,0.0,0.0,0.0,71.03,0.0,105.36,76.88,-25.35
2023-09-15,0.0,123.59,73.78,122.69,-54.54,0.0,-150.21,-103.62,0.0
2023-09-18,-3.26,55.49,0.0,-206.42,-6.94,0.0,-125.49,-37.05,0.0
2023-09-19,38.79,0.0,0.0,0.0,46.13,0.0,21.93,12.75,0.0
2023-09-20,72.09,135.82,156.31,138.57,444.4,0.0,517.26,204.58,-38.45
2023-09-25,0.0,0.0,0.0,0.0,0.0,0.0,-13.07,-16.61,0.0
2023-09-26,304.38,148.4,-37.61,184.24,19.13,-22.61,112.25,137.9,0.0
2023-09-27,390.34,1063.09,318.72,882.2,1187.63,1897.26,265.63,859.15,1021.6
2023-09-28,311.76,272.99,0.0,463.16,386.71,0.0,138.13,209.84,0.0
2023-09-29,0.0,0.0,0.0,272.08,676.02,0.0,584.5,404.41,214.88
2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,-5.63,-46.12,0.0
2023-10-05,0.0,17.34,0.0,28.28,-133.7,0.0,-25.48,24.0,-31.89
2023-10-06,0.0,-84.23,0.0,-106.45,-127.06,0.0,-42.67,-73.53,0.0
2023-10-09,0.0,0.0,0.0,131.3,0.0,0.0,0.0,0.0,0.0
2023-10-11,0.0,35.63,0.0,57.12,440.0,0.0,946.78,799.74,0.0
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,21.34,0.0,-11.37
2023-10-13,0.0,0.0,0.0,24.55,209.95,0.0,82.02,128.57,0.0
2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,-32.1,-112.54,0.0
2023-10-18,1015.35,1354.26,1261.25,1360.2,1160.6,285.91,1200.64,978.22,983.39
2023-10-19,0.0,45.31,0.0,38.89,26.74,0.0,642.68,704.66,0.0
2023-10-20,74.09,-23.04,-26.41,-19.12,-34.85,-201.25,-11.69,-0.1,-76.18
2023-10-23,-287.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-24,0.0,92.63,0.0,149.41,0.0,0.0,1008.46,766.95,0.0
2023-10-27,214.39,65.56,0.0,135.61,877.65,1850.35,1546.09,1592.44,526.64
2023-10-30,-6.04,-175.26,-225.51,-152.01,73.48,306.43,27.6,156.24,25.56
2023-10-31,0.0,0.0,0.0,-16.43,0.0,0.0,0.0,0.0,0.0
2023-11-07,177.62,33.59,0.0,57.62,79.26,0.0,1037.27,702.71,268.59
2023-11-08,52.38,44.92,-13.62,47.65,46.42,0.0,137.6,110.45,0.0
2023-11-09,-21.81,-37.91,37.65,-28.49,81.69,0.0,28.25,45.82,29.87
2023-11-10,0.0,-1.35,0.0,1.37,29.07,0.0,41.49,52.7,0.0
2023-11-13,181.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-14,0.0,45.65,0.0,83.67,0.0,0.0,38.54,138.14,0.0
2023-11-16,0.0,0.0,0.0,116.89,142.06,0.0,180.18,299.24,0.0
2023-11-21,-84.38,-116.14,-19.78,-90.89,38.24,-40.47,585.18,719.73,-26.13
2023-11-22,-195.94,-96.62,0.0,-80.51,-221.68,0.0,-79.0,-119.72,0.0
2023-11-23,0.0,0.0,0.0,0.0,-755.55,-1700.35,-294.41,-687.41,0.0
2023-11-27,167.0,46.63,0.0,109.06,495.76,380.18,861.14,521.63,278.99
2023-11-28,84.26,1028.92,276.86,911.61,703.94,0.0,1568.88,836.07,0.0
2023-11-29,213.11,1286.41,1527.08,1699.67,0.0,0.0,0.0,0.0,0.0
2023-11-30,-200.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,507.13,578.38,283.49,512.27,476.31,0.0,791.76,706.21,85.53
2023-12-04,1569.42,1569.7,1764.25,1560.28,2359.34,1482.66,949.41,1328.13,100.32
2023-12-05,0.0,0.0,0.0,24.7,22.24,0.0,18.53,8.73,0.0
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,-5.97,0.0,0.0
2023-12-13,0.0,82.75,0.0,78.76,63.12,0.0,62.42,67.31,0.0
2023-12-14,0.0,-105.9,0.0,-214.11,258.29,0.0,1536.18,565.28,-62.85
2023-12-19,0.0,0.0,0.0,0.0,-208.93,-249.2,-61.75,-94.89,-34.18
2023-12-20,0.0,0.0,0.0,-87.46,-471.83,0.0,-924.35,-688.37,-121.96
2023-12-21,0.0,0.0,0.0,-15.83,0.0,0.0,-186.1,-68.2,0.0
2023-12-22,321.25,517.82,273.21,670.98,634.37,124.87,1060.18,676.45,104.5
2023-12-27,0.0,-57.8,0.0,-32.97,855.26,0.0,468.03,1299.04,28.47
2023-12-28,0.0,0.0,0.0,17.39,0.0,0.0,0.0,0.0,0.0
2024-01-02,0.0,17.86,0.0,18.34,20.0,0.0,4.04,0.0,0.0
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,327.78,701.52,0.0
2024-01-08,0.0,0.0,0.0,23.71,86.29,0.0,83.92,184.8,0.0
2024-01-11,-474.38,-104.17,0.0,-54.85,-295.81,-57.17,-1032.23,-866.46,-56.48
2024-01-12,-186.58,-533.49,-621.57,-506.1,235.12,0.0,84.06,141.3,0.0
2024-01-17,242.36,17.58,0.0,-171.94,150.78,142.26,234.57,122.46,68.75
2024-01-18,169.66,-83.16,-166.92,-56.88,67.72,97.88,54.59,40.76,59.38
2024-01-23,0.0,0.0,0.0,-18.25,0.0,0.0,-44.5,-73.35,0.0
2024-01-24,0.0,34.72,0.0,33.02,-122.31,0.0,-58.93,-13.62,0.0
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66
2024-01-29,0.0,-239.26,0.0,-313.47,-458.54,0.0,-915.49,-305.17,0.0
2024-01-30,-103.41,-203.55,-153.96,-163.28,114.3,0.0,295.66,493.1,0.72
2024-01-31,0.0,0.0,0.0,39.22,451.56,0.0,202.55,137.21,0.0
2024-02-01,-208.32,-217.89,-145.36,-150.83,-85.86,0.0,333.51,36.8,-38.74
2024-02-02,0.0,-81.58,-96.4,-66.74,0.0,0.0,0.0,0.0,-28.37
2024-02-07,0.0,0.0,0.0,27.64,12.39,0.0,-31.38,-30.93,0.0
2024-02-09,0.0,-18.15,0.0,-13.97,0.0,0.0,-6.31,-18.39,0.0
2024-02-12,-71.54,103.48,0.0,122.84,266.98,0.0,1062.66,1168.62,-39.29
2024-02-13,128.78,-155.1,-49.96,-183.79,229.14,-39.78,6.9,149.13,83.86
2024-02-14,316.86,553.04,641.68,456.33,297.0,411.17,105.12,174.17,175.48
2024-02-15,67.04,241.82,277.38,273.53,331.68,0.0,116.01,185.33,0.0
2024-02-16,0.0,0.0,0.0,-186.35,41.81,0.0,-1.67,108.3,0.0
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,136.78,0.0,0.0
2024-02-20,0.0,0.0,0.0,52.47,476.68,0.0,495.75,416.13,0.0
2024-02-21,0.0,-221.21,0.0,-491.62,-11.39,0.0,86.31,-20.51,-28.18
2024-02-22,0.0,17.31,0.0,29.5,16.78,0.0,-247.39,-88.31,0.0
2024-02-23,0.0,70.0,0.0,130.78,475.25,0.0,502.6,906.91,0.0
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,-14.33,0.0,0.0
2024-02-28,0.0,-216.79,0.0,-168.47,0.0,0.0,0.0,0.0,0.0
2024-02-29,-35.38,34.93,0.0,79.4,680.52,202.2,930.22,771.33,105.72
2024-03-01,367.99,805.72,335.03,660.7,523.98,1446.69,340.93,618.61,484.24
2024-03-04,2251.76,290.42,342.91,237.61,1853.08,2673.68,691.15,726.77,980.24
2024-03-05,0.0,3623.83,4205.72,3005.21,-978.67,-838.06,-230.7,-189.83,0.0
2024-03-06,-555.8,-306.05,-358.82,-236.3,389.1,146.69,75.4,211.49,17.34
2024-03-07,114.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,265.17,313.39,217.46,0.0,0.0,0.0,0.0,0.0
2024-03-18,-240.08,-249.95,-236.7,-175.19,-257.94,0.0,-10.34,-62.35,-18.93
2024-03-19,0.0,-20.84,0.0,-16.21,0.0,0.0,0.0,0.0,0.0
2024-03-20,-179.49,-237.06,-290.74,-215.24,-474.15,0.0,-1104.61,-955.09,0.0
2024-03-21,962.44,418.09,488.87,382.2,1168.09,2102.76,939.67,652.23,545.13
2024-03-28,152.75,58.1,0.0,45.0,324.81,566.09,465.78,707.17,61.65
2024-04-01,395.33,1786.11,1757.42,1897.48,1234.2,1665.45,503.48,719.2,484.93
2024-04-02,587.55,-17.64,0.0,-30.04,-124.94,0.0,-109.26,-115.77,0.0
2024-04-09,0.0,-2.76,0.0,2.29,20.55,0.0,193.79,269.36,0.0
2024-04-11,0.0,111.67,0.0,330.2,443.64,0.0,1081.42,588.31,0.0
2024-04-12,0.0,0.0,0.0,220.91,541.09,0.0,206.09,304.37,89.81
2024-04-19,0.0,44.53,0.0,74.16,467.86,0.0,930.39,741.48,25.87
2024-04-22,0.0,18.21,0.0,21.68,12.03,0.0,15.86,255.98,0.0
2024-04-23,717.32,855.88,530.78,837.16,488.06,0.0,2310.49,1881.15,385.39
2024-04-25,0.0,0.0,0.0,40.24,260.35,0.0,106.41,133.74,0.0
2024-04-30,50.89,5.65,-11.02,34.01,263.43,0.0,752.13,1058.49,0.0
2024-05-01,-235.52,-174.98,-100.68,-138.92,189.41,129.06,112.4,143.95,112.19
2024-05-03,0.0,-73.95,0.0,-45.95,-172.79,0.0,-55.51,-113.59,0.0
2024-05-06,0.0,-6.68,0.0,-154.32,29.54,0.0,-278.79,-288.29,-41.43
2024-05-09,103.74,17.8,0.0,28.91,85.09,0.0,58.44,315.26,0.0
2024-05-10,858.46,1384.16,962.26,1309.19,626.52,0.0,247.3,378.2,291.5
2024-05-15,56.84,-556.57,-433.46,-495.02,-1703.87,-295.63,-1288.69,-2110.86,-383.06
2024-05-16,383.75,0.0,0.0,10.84,0.0,0.0,0.0,0.0,0.0
2024-05-17,-13.36,-262.63,-17.59,-179.91,69.68,0.0,120.77,184.48,0.0
2024-05-20,431.44,350.19,371.02,282.13,80.29,116.18,26.71,67.02,118.84
2024-05-22,0.0,45.8,0.0,104.47,233.88,0.0,1036.8,642.27,0.0
2024-05-23,0.0,18.6,0.0,13.95,0.0,0.0,0.0,0.0,0.0
2024-05-24,0.0,0.0,0.0,0.0,0.0,0.0,37.6,0.0,-18.24
2024-05-28,0.0,0.0,0.0,36.16,61.95,0.0,23.03,52.77,0.0
2024-05-30,-553.98,-368.86,-294.55,-218.13,-73.95,-42.33,-79.35,-98.25,-260.26
2024-05-31,0.0,17.85,0.0,-280.2,34.4,0.0,18.79,-35.21,0.0
2024-06-03,0.0,0.0,0.0,0.0,0.0,0.0,32.15,39.59,0.0
2024-06-04,0.0,-75.79,0.0,-56.86,0.0,0.0,0.0,0.0,0.0
2024-06-05,0.0,1.28,0.0,-15.94,-711.05,0.0,-1311.87,-2344.97,0.0
2024-06-06,-40.86,-270.41,-220.61,-185.14,630.91,0.0,1068.92,543.66,14.34
2024-06-12,0.0,0.0,0.0,66.76,248.77,0.0,477.8,138.8,0.0
2024-06-20,-106.49,-56.62,-15.75,-10.17,24.13,0.0,182.26,225.28,-49.64
2024-06-21,0.0,80.49,96.19,160.0,153.18,0.0,0.0,0.0,0.0
2024-06-25,0.0,-1.32,0.0,1.37,0.0,0.0,3.83,0.0,0.0
2024-06-26,-70.38,-72.81,-73.3,-49.92,302.93,0.0,200.05,337.6,-26.89
2024-06-27,-436.37,-229.7,-228.27,-142.0,-193.02,0.0,-38.87,-56.48,-36.52
2024-06-28,0.0,-31.68,0.0,-278.95,62.72,0.0,-43.34,-21.43,-42.26
2024-07-01,0.0,0.0,0.0,0.0,-481.68,0.0,-47.06,-11.44,0.0
2024-07-02,0.0,-17.75,0.0,-116.78,-934.04,0.0,-808.68,0.0,0.0
2024-07-03,358.67,20.12,0.0,42.44,94.08,0.0,-487.44,-1332.08,188.14
2024-07-04,128.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.51
2024-07-05,-25.35,757.53,639.62,703.94,-1.82,-189.23,-122.22,-32.15,0.44
2024-07-08,-191.87,-277.12,-304.79,-221.7,12.69,-1.58,2.17,1.58,0.0
2024-07-09,0.0,-22.44,0.0,-35.53,-78.75,0.0,-153.51,-184.07,0.0
2024-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.83
2024-07-11,665.53,899.54,629.23,834.97,1618.42,1430.37,1764.16,1432.9,627.37
2024-07-12,0.0,245.37,271.85,204.5,224.47,0.0,85.48,122.01,0.0
2024-07-15,0.0,124.06,0.0,372.13,305.82,0.0,949.14,973.95,-2.5
2024-07-16,259.32,292.07,0.0,238.98,432.67,1005.16,492.8,262.3,499.97
2024-07-17,507.38,672.69,759.88,555.25,0.0,938.59,0.0,0.0,83.85
2024-07-18,0.0,0.0,0.0,285.28,0.0,0.0,465.06,0.0,0.0
2024-07-22,0.0,18.84,0.0,21.17,34.07,0.0,15.38,13.68,0.0
2024-07-25,420.9,802.64,192.1,724.23,310.2,0.0,473.55,633.2,147.65
2024-07-26,0.0,116.33,139.6,217.57,0.0,0.0,0.0,0.0,0.0
2024-07-30,0.0,44.97,0.0,81.72,490.02,0.0,201.38,435.67,0.0
2024-07-31,295.69,18.21,0.0,26.88,111.46,0.0,177.3,98.91,0.0
2024-08-01,173.94,472.44,222.13,643.09,85.2,0.0,43.69,47.6,45.23
2024-08-05,0.0,46.2,0.0,51.65,0.0,0.0,23.5,26.6,0.0
2024-08-13,0.0,-38.35,0.0,-206.61,0.0,0.0,-1079.98,-135.2,-82.14
2024-08-14,-343.52,-433.21,-387.36,-660.91,-1048.73,-268.79,-1561.02,-1623.76,-149.4
2024-08-15,0.0,0.0,0.0,5.92,32.62,0.0,6.25,16.68,0.0
2024-08-16,399.12,0.64,-89.27,86.5,1198.56,1124.46,1098.56,1207.42,227.58
2024-08-20,0.0,16.9,0.0,27.81,34.07,0.0,885.1,275.71,0.0
2024-08-22,0.0,0.0,0.0,63.52,489.16,0.0,135.25,153.76,0.0
2024-08-27,0.0,0.0,0.0,0.0,0.0,0.0,-58.6,-53.0,0.0
2024-08-28,0.0,-0.74,0.0,-8.93,-672.1,-1571.2,-626.68,-1848.91,0.0
2024-08-29,0.0,-9.73,0.0,-8.29,-105.6,-14.73,-46.76,-49.0,0.0
2024-08-30,0.0,-238.64,0.0,-484.34,-1741.57,-798.5,-1110.12,-1095.58,0.0
2024-09-02,-128.93,-217.95,-156.66,-166.47,80.4,0.0,127.94,153.29,-67.21
2024-09-03,167.41,-8.26,-10.09,-148.16,142.03,0.0,41.23,62.35,0.0
2024-09-04,0.0,-29.15,0.0,-34.42,0.0,0.0,-648.33,-28.96,-88.9
2024-09-11,0.0,-47.04,0.0,-78.62,-1231.48,-48.16,-1304.59,-861.05,-83.04
2024-09-12,471.22,886.15,0.0,735.46,1023.9,1923.98,572.32,1030.87,19.4
2024-09-13,590.39,287.53,351.47,255.76,0.0,0.0,0.0,0.0,208.89
2024-09-16,578.81,0.0,0.0,1384.52,0.0,0.0,0.0,0.0,0.0
2024-09-17,0.0,1615.89,1845.73,1346.18,0.0,0.0,0.0,415.49,0.0
2024-09-18,0.0,-80.99,0.0,-45.04,333.63,0.0,541.67,378.24,-8.86
2024-09-20,0.0,42.45,0.0,71.07,236.6,0.0,282.7,237.18,0.0
2024-09-26,0.0,17.88,0.0,25.65,27.13,0.0,846.6,258.02,0.0
2024-09-27,0.0,17.88,0.0,15.33,0.0,0.0,0.0,0.0,0.0
2024-10-08,463.75,5.39,23.23,0.37,-28.21,0.0,-67.81,-214.33,-0.08
2024-10-09,0.0,0.0,0.0,-49.91,0.0,0.0,-87.39,-21.32,0.0
2024-10-10,0.0,-248.87,4.89,-397.36,-2754.37,0.0,-4493.57,-3773.22,-84.93
2024-10-15,0.0,35.66,0.0,48.54,54.26,0.0,20.79,39.1,0.0
2024-10-16,49.91,-14.85,0.0,28.99,-692.76,-376.65,1029.07,-77.29,-339.86
2024-10-17,-55.52,-62.71,0.0,-49.8,-374.04,-46.05,-151.11,-1.34,-457.23
2024-10-18,342.15,561.68,319.43,442.78,762.88,1002.2,424.0,643.55,0.0
2024-10-21,366.26,763.89,859.16,762.7,0.0,0.0,0.0,0.0,0.0
2024-10-22,0.0,0.0,0.0,15.24,-23.64,0.0,-10.88,10.11,0.0
2024-10-23,0.0,89.94,0.0,80.86,0.0,0.0,0.0,0.0,0.0
2024-10-25,0.0,-9.67,0.0,-6.9,0.0,0.0,0.0,0.0,0.0
2024-10-29,225.84,-19.12,0.0,-3.11,1975.21,1353.54,2371.32,2456.38,538.16
2024-10-30,641.13,0.0,0.0,0.0,1116.14,2824.03,642.56,647.95,308.83
2024-10-31,21.71,438.62,492.42,557.15,0.0,0.0,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,0.0,-17.46,0.0,-82.12,-52.06,0.0
2024-11-04,0.0,-38.57,0.0,-57.98,-139.93,0.0,-184.73,-68.64,0.0
2024-11-05,0.0,18.37,0.0,46.42,47.19,0.0,75.82,223.9,0.0
2024-11-06,-562.56,2.53,124.36,210.9,266.67,0.0,737.53,725.39,8.42
2024-11-11,0.0,621.09,0.0,532.65,488.89,0.0,829.14,489.23,86.1
2024-11-12,-159.24,-132.27,-74.05,180.94,610.23,76.95,217.7,336.21,51.89
2024-11-13,0.0,-4.87,0.0,32.4,254.74,0.0,597.88,422.05,0.0
2024-11-14,-220.79,-106.25,-116.88,-85.0,0.0,0.0,0.0,0.0,0.0
2024-11-19,0.0,17.25,0.0,9.39,168.98,0.0,823.95,703.17,0.0
2024-11-22,0.0,0.0,0.0,0.0,0.0,0.0,-71.95,0.0,-85.9
2024-11-25,0.0,35.9,0.0,25.64,0.0,0.0,0.0,0.0,-15.15
2024-11-29,0.0,35.48,0.0,80.18,-25.52,0.0,49.68,28.04,0.0
2024-12-02,0.0,-73.44,0.0,-62.94,0.0,0.0,-1495.87,-1127.0,0.0
2024-12-04,0.0,0.0,0.0,0.35,0.0,0.0,0.0,-19.07,0.0
2024-12-05,0.0,80.17,0.0,98.64,132.98,0.0,-655.62,329.44,0.0
2024-12-06,0.0,17.81,0.0,-104.35,315.2,0.0,595.16,222.52,-41.61
2024-12-09,-29.62,-120.37,-174.05,-78.72,113.63,0.0,211.06,442.38,13.6
2024-12-10,0.0,591.81,369.12,496.01,0.0,0.0,0.0,0.0,0.0
2024-12-11,0.0,0.0,0.0,0.0,-19.22,0.0,0.0,0.0,0.0
2024-12-12,-837.98,-508.79,-304.45,-970.42,-287.79,-54.03,-126.89,-197.69,-284.03
2024-12-17,0.0,-4.38,0.0,-0.47,77.02,0.0,45.46,60.69,0.0
2024-12-18,289.68,450.37,0.0,368.97,1372.74,607.44,2204.44,1775.46,186.57
2024-12-19,308.04,297.55,312.96,356.3,146.79,0.0,55.19,100.08,140.32
2024-12-26,0.0,17.6,0.0,23.7,62.5,0.0,78.08,68.47,0.0
2024-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.63
2024-12-30,0.0,-104.66,0.0,-265.93,0.0,0.0,-31.31,-4.91,0.0
2025-01-02,161.43,-15.65,0.0,20.88,166.16,0.0,47.14,114.71,8.61
2025-01-03,117.28,190.89,191.97,160.98,47.35,0.0,10.56,33.53,44.01
2025-01-07,0.0,0.0,0.0,0.0,-474.53,0.0,-655.63,-289.04,0.0
2025-01-08,-233.51,-246.46,-202.93,-159.95,-128.03,16.27,-44.3,-69.18,-130.15
2025-01-09,0.0,0.0,0.0,-17.05,0.0,0.0,0.0,0.0,5.06
